title	type	url_slug	venue	date	location	talk_url	description
absa-iitb-summer-2019	Talk	talk-1	IIT Bombay	02-07-2019	"Mumbai, In"		"My presentation on Aspect-Based Sentiment Analysis at the Department of Computer Science & Enginnering, Indian Institute of Technology Bombay"
